1198088

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.08
2                       3.01
4                       2.91
8                       2.96
16                      3.27
32                      5.42
64                      5.42
128                     5.73
256                     5.81
512                     6.68
1024                    7.61
2048                    9.50
4096                   14.08
8192                   24.70
16384                  94.93
32768                  77.05
65536                 138.75
131072                260.54
262144                573.60
