1209367

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.92
2                       2.85
4                       2.82
8                       2.84
16                      3.24
32                      5.51
64                      5.52
128                     5.82
256                     5.98
512                     6.85
1024                    7.70
2048                    9.67
4096                   14.33
8192                   24.76
16384                  94.52
32768                  76.86
65536                 145.95
131072                294.86
262144                661.54
