1207741

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.95
2                       2.87
4                       2.77
8                       2.81
16                      3.22
32                      5.53
64                      5.61
128                     5.95
256                     6.06
512                     6.79
1024                    7.62
2048                    9.68
4096                   14.21
8192                   24.84
16384                  95.35
32768                  76.85
65536                 146.77
131072                299.17
262144                651.64
