1220785

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.94
2                       2.93
4                       2.88
8                       2.86
16                      3.17
32                      5.43
64                      5.46
128                     5.96
256                     5.99
512                     6.73
1024                    7.51
2048                    9.54
4096                   14.28
8192                   24.67
16384                  94.08
32768                  76.86
65536                 146.15
131072                317.29
262144                677.54
