1217461

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.99
2                       2.89
4                       2.83
8                       2.83
16                      3.20
32                      5.52
64                      5.59
128                     5.88
256                     5.94
512                     6.69
1024                    7.54
2048                    9.59
4096                   14.15
8192                   24.73
16384                  94.29
32768                  76.66
65536                 154.52
131072                327.03
262144                678.35
