1186805

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.07
2                       2.98
4                       2.90
8                       2.89
16                      3.30
32                      5.57
64                      5.63
128                     5.68
256                     5.80
512                     6.62
1024                    7.55
2048                    9.55
4096                   14.25
8192                   24.84
16384                  94.68
32768                  76.70
65536                 139.13
131072                267.23
262144                594.57
