1214228

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.08
2                       2.98
4                       2.89
8                       2.89
16                      3.25
32                      5.57
64                      5.60
128                     5.88
256                     5.95
512                     6.94
1024                    7.67
2048                    9.70
4096                   14.21
8192                   24.60
16384                  94.56
32768                  76.91
65536                 142.15
131072                277.54
262144                617.80
