1183572

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.93
2                       2.93
4                       2.86
8                       2.89
16                      3.22
32                      5.55
64                      5.61
128                     5.77
256                     5.91
512                     6.71
1024                    7.51
2048                    9.52
4096                   14.01
8192                   24.80
16384                  94.52
32768                  76.11
65536                 144.31
131072                297.91
262144                660.51
