1219150

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.06
2                       2.95
4                       2.87
8                       2.90
16                      3.28
32                      5.46
64                      5.54
128                     5.81
256                     5.84
512                     6.72
1024                    7.44
2048                    9.47
4096                   13.99
8192                   24.63
16384                  95.37
32768                  76.61
65536                 151.26
131072                317.58
262144                693.08
