1212610

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.00
2                       2.90
4                       2.83
8                       2.88
16                      3.32
32                      5.46
64                      5.47
128                     5.85
256                     5.96
512                     6.89
1024                    7.79
2048                    9.69
4096                   14.25
8192                   24.57
16384                  94.82
32768                  77.05
65536                 157.76
131072                316.75
262144                685.92
