1190029

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.02
2                       2.87
4                       2.81
8                       2.83
16                      3.21
32                      5.44
64                      5.52
128                     5.86
256                     5.98
512                     6.53
1024                    7.50
2048                    9.49
4096                   14.14
8192                   24.60
16384                  94.76
32768                  76.27
65536                 139.20
131072                265.23
262144                587.28
