3096501

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.75
2                       1.73
4                       1.73
8                       1.72
16                      2.00
32                      2.01
64                      2.03
128                     2.63
256                     2.66
512                     2.80
1024                    2.91
2048                    3.15
4096                    3.81
8192                    4.93
16384                   6.15
32768                   8.55
65536                  12.79
131072                 20.92
262144                 40.66
524288                 73.28
1048576               141.15
2097152               280.87
4194304               610.32
