3096867

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.75
2                       1.75
4                       1.74
8                       1.74
16                      2.01
32                      2.01
64                      2.03
128                     2.62
256                     2.64
512                     2.81
1024                    2.90
2048                    3.14
4096                    3.82
8192                    4.91
16384                   6.06
32768                   8.33
65536                  12.55
131072                 20.26
262144                 38.94
524288                 69.98
1048576               134.44
2097152               267.62
4194304               579.63
