3096728

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.74
2                       1.74
4                       1.74
8                       1.73
16                      2.01
32                      2.02
64                      2.03
128                     2.63
256                     2.66
512                     2.81
1024                    2.91
2048                    3.14
4096                    3.81
8192                    4.93
16384                   6.12
32768                   8.51
65536                  12.71
131072                 20.92
262144                 40.36
524288                 73.27
1048576               140.82
2097152               279.38
4194304               605.43
