3097148

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.75
2                       1.74
4                       1.74
8                       1.73
16                      2.01
32                      2.00
64                      2.01
128                     2.62
256                     2.63
512                     2.79
1024                    2.89
2048                    3.13
4096                    3.79
8192                    4.90
16384                   6.01
32768                   8.30
65536                  12.41
131072                 20.13
262144                 38.85
524288                 69.91
1048576               134.69
2097152               266.12
4194304               588.93
