3096362

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.73
2                       1.73
4                       1.73
8                       1.72
16                      1.98
32                      1.99
64                      2.01
128                     2.61
256                     2.63
512                     2.79
1024                    2.89
2048                    3.14
4096                    3.83
8192                    4.93
16384                   6.14
32768                   8.49
65536                  12.80
131072                 20.79
262144                 40.27
524288                 72.89
1048576               140.31
2097152               279.77
4194304               615.44
