
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.74
2                       2.44
4                       2.34
8                       2.35
16                      2.34
32                      2.34
64                      2.35
128                     2.37
256                     3.07
512                     3.11
1024                    3.20
2048                    3.35
4096                    3.53
8192                    3.98
16384                   4.77
32768                   9.23
65536                  15.94
131072                 22.84
262144                 36.65
