
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.38
2                       2.37
4                       2.33
8                       2.34
16                      2.34
32                      2.34
64                      2.35
128                     2.39
256                     3.08
512                     3.13
1024                    3.21
2048                    3.38
4096                    3.54
8192                    4.02
16384                   4.84
32768                   9.27
65536                  15.95
131072                 22.86
262144                 36.67
