
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.79
2                       2.35
4                       2.34
8                       2.35
16                      2.34
32                      2.34
64                      2.36
128                     2.38
256                     3.07
512                     3.10
1024                    3.20
2048                    3.36
4096                    3.59
8192                    3.97
16384                   4.79
32768                   9.27
65536                  15.93
131072                 22.84
262144                 36.65
