
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.37
2                       2.36
4                       2.34
8                       2.36
16                      2.34
32                      2.34
64                      2.35
128                     2.37
256                     3.06
512                     3.10
1024                    3.19
2048                    3.35
4096                    3.50
8192                    3.97
16384                   4.73
32768                   9.24
65536                  15.64
131072                 22.55
262144                 36.36
