
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.55
2                       2.44
4                       2.33
8                       2.34
16                      2.33
32                      2.35
64                      2.34
128                     2.39
256                     3.06
512                     3.10
1024                    3.19
2048                    3.48
4096                    3.52
8192                    3.99
16384                   4.80
32768                   9.33
65536                  15.93
131072                 22.83
262144                 36.67
