
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.37
2                       2.33
4                       2.31
8                       2.31
16                      2.30
32                      2.31
64                      2.32
128                     2.35
256                     3.04
512                     3.08
1024                    3.17
2048                    3.34
4096                    3.49
8192                    3.93
16384                   4.72
32768                   9.23
65536                  15.67
131072                 22.59
262144                 36.36
