
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.37
2                       2.35
4                       2.33
8                       2.34
16                      2.35
32                      2.33
64                      2.36
128                     2.39
256                     3.06
512                     3.11
1024                    3.19
2048                    3.35
4096                    3.51
8192                    3.99
16384                   4.80
32768                   9.23
65536                  15.93
131072                 22.84
262144                 36.62
