
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.35
2                       2.31
4                       2.29
8                       2.31
16                      2.29
32                      2.30
64                      2.30
128                     2.32
256                     3.03
512                     3.07
1024                    3.16
2048                    3.33
4096                    3.46
8192                    3.91
16384                   4.70
32768                   9.22
65536                  15.63
131072                 22.55
262144                 36.37
