
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.39
2                       2.35
4                       2.34
8                       2.36
16                      2.33
32                      2.34
64                      2.35
128                     2.39
256                     3.06
512                     3.19
1024                    3.19
2048                    3.36
4096                    3.50
8192                    3.95
16384                   4.78
32768                   9.23
65536                  15.97
131072                 22.87
262144                 36.66
