
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.39
2                       2.36
4                       2.33
8                       2.35
16                      2.34
32                      2.34
64                      2.35
128                     2.38
256                     3.07
512                     3.11
1024                    3.18
2048                    3.35
4096                    3.52
8192                    3.98
16384                   4.77
32768                   9.21
65536                  15.94
131072                 22.84
262144                 36.66
