
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.37
2                       2.33
4                       2.33
8                       2.33
16                      2.32
32                      2.32
64                      2.34
128                     2.36
256                     3.08
512                     3.12
1024                    3.20
2048                    3.37
4096                    3.53
8192                    3.98
16384                   4.81
32768                   9.22
65536                  15.93
131072                 22.85
262144                 36.65
