
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.42
2                       2.35
4                       2.33
8                       2.34
16                      2.33
32                      2.33
64                      2.34
128                     2.37
256                     3.07
512                     3.11
1024                    3.19
2048                    3.35
4096                    3.53
8192                    3.97
16384                   4.81
32768                   9.24
65536                  15.92
131072                 22.86
262144                 36.63
