
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.57
2                       2.38
4                       2.34
8                       2.35
16                      2.34
32                      2.35
64                      2.36
128                     2.37
256                     3.09
512                     3.12
1024                    3.21
2048                    3.38
4096                    3.57
8192                    3.99
16384                   4.81
32768                   9.26
65536                  15.94
131072                 22.87
262144                 36.67
