4159005

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.74              1.64              1.20              8.33
2                       2.73              1.63              1.20              8.03
4                       2.69              1.58              1.25             11.80
8                       2.69              1.58              1.20              8.05
16                      2.69              1.58              1.21              8.46
32                      3.11              1.89              1.33              8.05
64                      3.07              1.89              1.34             11.86
128                     3.09              1.89              1.37             12.82
256                     3.13              1.89              1.43             13.74
512                     3.32              2.08              1.58             21.55
1024                    3.53              2.23              1.71             23.72
2048                    4.20              2.70              2.08             27.95
4096                    5.11              3.32              2.75             34.56
8192                    7.86              5.18              4.54             40.84
16384                  14.08              8.93              7.94             35.15
32768                  48.92             20.82             19.29              0.00
65536                  70.82             30.16             28.02              0.00
131072                113.44             48.75             45.51              0.00
262144                188.64             86.53             81.16              0.00
