4160492

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.65              1.25             11.73
2                       2.73              1.62              1.23             10.13
4                       2.70              1.60              1.27             13.11
8                       2.69              1.59              1.23             10.25
16                      2.70              1.58              1.23              9.91
32                      3.13              1.89              1.38             10.19
64                      3.10              1.90              1.37             12.60
128                     3.11              1.90              1.40             13.58
256                     3.14              1.91              1.47             15.91
512                     3.44              2.20              1.61             22.95
1024                    3.52              2.21              1.76             25.13
2048                    4.16              2.67              2.13             29.99
4096                    5.09              3.28              2.81             35.56
8192                    7.90              5.27              4.60             42.80
16384                  14.11              8.94              7.99             35.19
32768                  49.11             20.99             19.34              0.00
65536                  70.60             29.84             27.82              0.00
131072                112.72             48.76             45.58              0.00
262144                189.88             86.96             81.63              0.00
