4164226

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.61              1.20              7.55
2                       2.69              1.59              1.20              8.10
4                       2.70              1.59              1.20              8.10
8                       2.71              1.60              1.20              7.36
16                      2.69              1.59              1.26             12.59
32                      3.08              1.90              1.36             13.39
64                      3.09              1.90              1.36             12.39
128                     3.13              1.89              1.40             11.54
256                     3.12              1.90              1.46             16.26
512                     3.17              1.90              1.54             17.68
1024                    3.52              2.21              1.73             24.13
2048                    4.16              2.67              2.18             31.66
4096                    5.07              3.28              2.78             35.64
8192                    7.95              5.27              4.59             41.72
16384                  13.76              8.64              7.79             34.29
32768                  49.11             20.53             19.02              0.00
65536                  70.74             30.08             27.93              0.00
131072                112.80             48.31             45.22              0.00
262144                188.75             86.42             81.06              0.00
