4164877

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.67              1.60              1.22             11.87
2                       2.67              1.60              1.19              9.49
4                       2.70              1.61              1.19              8.70
8                       2.73              1.62              1.21              7.48
16                      2.67              1.58              1.19              8.47
32                      3.06              1.89              1.35             13.56
64                      3.06              1.89              1.35             13.84
128                     3.11              1.89              1.38             11.58
256                     3.10              1.89              1.44             16.00
512                     3.15              1.89              1.53             18.06
1024                    3.50              2.20              1.72             24.67
2048                    4.14              2.67              2.17             32.15
4096                    5.07              3.28              2.76             35.06
8192                    7.94              5.28              4.74             43.94
16384                  13.65              8.58              7.74             34.47
32768                  48.58             20.53             19.03              0.00
65536                  70.94             30.25             28.11              0.00
131072                112.59             48.73             45.53              0.00
262144                189.03             86.47             81.12              0.00
