4159984

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.02              1.91              1.36             18.64
2                       2.71              1.61              1.16              5.21
4                       2.72              1.61              1.16              4.78
8                       2.84              1.66              1.17              0.00
16                      2.69              1.59              1.17              5.44
32                      2.94              1.77              1.30              9.69
64                      2.95              1.77              1.30              9.46
128                     3.09              1.90              1.37             12.81
256                     3.04              1.84              1.40             13.59
512                     3.20              1.93              1.48             13.84
1024                    3.56              2.21              1.65             18.63
2048                    4.17              2.66              2.06             27.07
4096                    5.07              3.28              2.72             34.02
8192                    7.98              5.27              4.63             41.65
16384                  14.08              8.92              7.88             34.56
32768                  48.96             20.87             19.33              0.00
65536                  71.11             30.55             28.39              0.00
131072                112.99             49.11             45.95              0.00
262144                189.88             87.09             81.75              0.00
