4159649

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.61              1.52              1.17              6.33
2                       2.68              1.60              1.16              6.59
4                       2.67              1.59              1.16              6.57
8                       2.67              1.59              1.16              6.74
16                      2.72              1.60              1.16              3.54
32                      2.73              1.59              1.29             11.57
64                      2.77              1.62              1.29             11.07
128                     3.06              1.90              1.32             12.08
256                     3.09              1.90              1.44             17.17
512                     3.15              1.90              1.47             14.94
1024                    3.49              2.21              1.64             22.00
2048                    4.08              2.52              2.04             23.81
4096                    5.04              3.28              2.71             35.29
8192                    7.94              5.27              4.52             40.91
16384                  13.53              8.47              7.72             34.53
32768                  49.09             20.91             19.34              0.00
65536                  70.36             29.81             27.83              0.00
131072                113.10             48.48             45.36              0.00
262144                189.43             86.92             81.58              0.00
