4162421

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.64              1.21              8.44
2                       2.76              1.64              1.20              6.74
4                       2.70              1.58              1.21              8.09
8                       2.69              1.58              1.20              7.70
16                      2.69              1.58              1.20              6.98
32                      3.15              1.89              1.35              6.57
64                      3.12              1.89              1.36              9.62
128                     3.13              1.89              1.39             10.74
256                     3.15              1.89              1.45             13.42
512                     3.31              2.06              1.60             21.85
1024                    3.55              2.23              1.72             23.14
2048                    4.19              2.68              2.11             28.88
4096                    5.06              3.28              2.82             36.65
8192                    7.96              5.30              4.58             41.84
16384                  13.91              8.78              7.83             34.43
32768                  49.03             20.85             19.28              0.00
65536                  71.31             30.59             28.48              0.00
131072                113.22             48.57             45.40              0.00
262144                189.73             86.82             81.45              0.00
