4158262

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.72              1.63              1.22             10.98
2                       2.71              1.62              1.21              9.52
4                       2.70              1.62              1.22             10.54
8                       2.69              1.59              1.21              8.64
16                      2.68              1.58              1.21              9.73
32                      3.06              1.89              1.33             12.55
64                      3.06              1.89              1.34             12.71
128                     3.08              1.90              1.44             17.61
256                     3.10              1.89              1.43             15.57
512                     3.14              1.89              1.52             17.64
1024                    3.56              2.21              1.71             21.21
2048                    4.13              2.66              2.09             30.12
4096                    5.03              3.28              2.76             36.62
8192                    7.91              5.27              4.64             42.97
16384                  13.70              8.59              7.79             34.35
32768                  49.30             20.83             19.37              0.00
65536                  71.02             30.10             28.02              0.00
131072                113.37             48.89             45.66              0.00
262144                189.49             86.68             81.30              0.00
