4158037

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.67              1.59              1.21             11.19
2                       2.65              1.58              1.15              7.38
4                       2.65              1.58              1.15              6.81
8                       2.65              1.58              1.15              7.14
16                      2.65              1.58              1.21             11.59
32                      2.72              1.59              1.29             12.03
64                      2.75              1.61              1.29             11.59
128                     3.14              1.91              1.32              7.44
256                     3.06              1.89              1.38             15.32
512                     3.12              1.90              1.47             16.50
1024                    3.47              2.20              1.65             22.99
2048                    4.12              2.66              2.11             30.90
4096                    5.03              3.28              2.71             35.34
8192                    7.93              5.26              4.56             41.44
16384                  14.13              8.90              7.98             34.51
32768                  48.82             20.38             18.88              0.00
65536                  70.55             29.66             27.67              0.00
131072                112.28             48.51             45.40              0.00
262144                188.94             86.64             81.30              0.00
