4165292

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.80              1.73              1.26             15.99
2                       2.66              1.58              1.17              8.40
4                       2.66              1.59              1.18              9.32
8                       2.71              1.60              1.18              5.75
16                      2.66              1.59              1.19              9.57
32                      3.06              1.89              1.35             13.62
64                      3.06              1.89              1.35             13.86
128                     3.08              1.90              1.44             17.83
256                     3.10              1.90              1.44             16.36
512                     3.15              1.90              1.53             18.32
1024                    3.54              2.21              1.73             22.84
2048                    4.13              2.66              2.10             30.26
4096                    5.05              3.28              2.78             36.30
8192                    7.94              5.27              4.57             41.50
16384                  13.74              8.60              7.79             33.98
32768                  49.02             20.79             19.21              0.00
65536                  70.76             29.96             27.90              0.00
131072                112.76             48.78             45.62              0.00
262144                189.52             86.58             81.25              0.00
