4159332

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.81              1.65              1.18              1.74
2                       2.66              1.58              1.16              6.95
4                       2.66              1.58              1.16              7.27
8                       2.65              1.56              1.16              6.78
16                      2.72              1.60              1.17              4.18
32                      2.91              1.76              1.30             11.54
64                      2.95              1.80              1.30             11.30
128                     3.07              1.91              1.33             12.84
256                     3.08              1.89              1.45             18.18
512                     3.13              1.89              1.48             16.45
1024                    3.47              2.19              1.65             22.45
2048                    4.13              2.62              2.06             26.45
4096                    5.04              3.27              2.71             34.81
8192                    7.85              5.19              4.52             41.00
16384                  13.57              8.49              7.71             34.19
32768                  49.09             20.58             19.08              0.00
65536                  70.56             29.80             27.72              0.00
131072                112.77             48.54             45.40              0.00
262144                189.31             86.63             81.27              0.00
