4161448

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.69              1.59              1.23             10.22
2                       2.70              1.59              1.23              9.56
4                       2.70              1.59              1.23              9.69
8                       2.70              1.58              1.23              9.75
16                      2.72              1.61              1.29             13.48
32                      3.13              1.90              1.41             12.79
64                      3.13              1.89              1.41             12.22
128                     3.19              1.90              1.45             11.08
256                     3.16              1.90              1.51             16.49
512                     3.32              2.05              1.61             20.90
1024                    3.55              2.20              1.79             24.86
2048                    4.19              2.67              2.24             31.78
4096                    5.09              3.28              2.83             36.20
8192                    7.99              5.27              4.64             41.49
16384                  13.93              8.85              7.88             35.41
32768                  49.14             21.12             19.52              0.00
65536                  70.82             30.13             28.10              0.00
131072                113.64             48.55             45.37              0.00
262144                189.41             86.31             80.99              0.00
