4163807

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.64              1.22             11.01
2                       2.73              1.65              1.20             10.19
4                       2.80              1.66              1.22              6.02
8                       2.66              1.58              1.21             10.29
16                      2.67              1.59              1.22             10.67
32                      3.08              1.89              1.38             14.25
64                      3.12              1.87              1.38              9.88
128                     3.10              1.89              1.42             14.98
256                     3.12              1.90              1.48             16.87
512                     3.29              2.05              1.58             21.84
1024                    3.50              2.21              1.75             25.99
2048                    4.14              2.67              2.13             30.91
4096                    5.10              3.29              2.79             34.85
8192                    7.91              5.27              4.71             44.15
16384                  14.00              8.85              7.91             34.91
32768                  49.13             21.00             19.43              0.00
65536                  71.06             30.43             28.28              0.00
131072                112.14             49.01             45.87              0.00
262144                189.42             87.04             81.69              0.00
