4158697

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.72              1.64              1.24             12.65
2                       2.73              1.64              1.22             11.22
4                       2.75              1.64              1.23              9.56
8                       2.67              1.58              1.23             11.68
16                      2.67              1.58              1.24             12.25
32                      3.08              1.89              1.39             14.49
64                      3.12              1.89              1.38             11.21
128                     3.09              1.89              1.42             15.39
256                     3.22              2.04              1.48             20.20
512                     3.28              2.05              1.57             21.59
1024                    3.50              2.20              1.75             26.04
2048                    4.13              2.67              2.12             31.05
4096                    5.07              3.28              2.78             35.79
8192                    7.90              5.27              4.57             42.49
16384                  13.88              8.77              7.76             34.17
32768                  48.86             21.06             19.43              0.00
65536                  70.68             29.97             27.95              0.00
131072                112.95             48.86             45.63              0.00
262144                188.87             86.59             81.29              0.00
