4163168

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.70              1.62              1.22             11.75
2                       2.67              1.59              1.21              9.70
4                       2.68              1.59              1.20              8.59
8                       2.74              1.60              1.20              5.40
16                      2.68              1.59              1.21              9.90
32                      3.07              1.89              1.36             13.51
64                      3.08              1.90              1.36             13.36
128                     3.10              1.90              1.46             17.60
256                     3.12              1.90              1.46             15.93
512                     3.17              1.90              1.55             18.39
1024                    3.55              2.21              1.73             22.47
2048                    4.14              2.67              2.13             30.79
4096                    5.03              3.28              2.75             36.40
8192                    7.91              5.27              4.67             43.41
16384                  13.74              8.63              7.80             34.45
32768                  49.01             20.75             19.16              0.00
65536                  70.59             30.09             27.93              0.00
131072                112.83             48.60             45.52              0.00
262144                189.99             86.50             81.19              0.00
