4157533

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.71              1.59              1.18              4.74
2                       2.67              1.58              1.15              6.22
4                       2.67              1.58              1.16              6.08
8                       2.67              1.58              1.15              5.92
16                      2.67              1.58              1.21             10.15
32                      2.73              1.58              1.29             10.29
64                      2.74              1.58              1.29             10.08
128                     3.11              1.89              1.32              7.91
256                     3.10              1.89              1.38             13.04
512                     3.15              1.89              1.46             14.14
1024                    3.49              2.20              1.65             21.59
2048                    4.15              2.67              2.12             29.77
4096                    5.05              3.27              2.70             34.11
8192                    7.94              5.26              4.53             40.75
16384                  13.71              8.55              7.79             33.72
32768                  49.05             20.82             19.22              0.00
65536                  70.94             30.44             28.33              0.00
131072                112.93             49.14             45.99              0.00
262144                189.92             87.72             82.36              0.00
