4164556

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.65              1.58              1.18             10.28
2                       2.65              1.58              1.15              7.38
4                       2.66              1.60              1.14              6.79
8                       2.69              1.60              1.15              5.22
16                      2.65              1.58              1.14              7.02
32                      2.72              1.58              1.28             11.25
64                      2.72              1.58              1.28             11.21
128                     3.08              1.89              1.32              9.05
256                     3.06              1.89              1.38             15.14
512                     3.12              1.89              1.46             16.15
1024                    3.47              2.20              1.64             22.46
2048                    4.12              2.66              2.09             30.09
4096                    5.03              3.28              2.72             35.51
8192                    7.91              5.26              4.56             42.09
16384                  13.68              8.49              7.71             32.62
32768                  49.25             21.05             19.48              0.00
65536                  70.68             29.97             27.86              0.00
131072                112.66             49.09             45.88              0.00
262144                189.45             86.53             81.16              0.00
