4160718

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.73              1.64              1.22             10.69
2                       2.67              1.58              1.24             12.75
4                       2.68              1.58              1.20              8.98
8                       2.67              1.58              1.20              9.01
16                      2.76              1.65              1.21              7.24
32                      3.08              1.89              1.37             13.11
64                      3.08              1.89              1.38             13.45
128                     3.10              1.89              1.42             14.61
256                     3.17              1.90              1.48             14.16
512                     3.29              2.05              1.57             21.18
1024                    3.52              2.21              1.74             24.88
2048                    4.19              2.67              2.13             28.62
4096                    5.05              3.28              2.79             36.41
8192                    7.94              5.27              4.64             42.50
16384                  14.06              8.93              8.05             36.33
32768                  49.26             20.99             19.47              0.00
65536                  70.38             30.15             28.01              0.00
131072                113.51             48.80             45.61              0.00
262144                189.55             86.44             81.11              0.00
