4165606

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       2.75              1.64              1.23              9.69
2                       2.76              1.64              1.21              8.39
4                       2.77              1.63              1.21              6.24
8                       2.70              1.58              1.21              8.25
16                      2.70              1.58              1.22              8.67
32                      3.10              1.89              1.39             13.52
64                      3.11              1.89              1.39             11.91
128                     3.11              1.89              1.42             14.04
256                     3.15              1.90              1.48             15.17
512                     3.33              2.05              1.57             19.00
1024                    3.53              2.20              1.75             24.47
2048                    4.17              2.67              2.15             29.92
4096                    5.14              3.28              2.81             34.13
8192                    7.92              5.27              4.60             42.25
16384                  13.92              8.78              7.91             34.98
32768                  48.90             20.88             19.35              0.00
65536                  71.33             30.58             28.48              0.00
131072                112.50             48.50             45.43              0.00
262144                188.57             86.63             81.27              0.00
