1184656

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.12
2                       2.89
4                       2.85
8                       2.90
16                      3.32
32                      5.51
64                      5.49
128                     5.87
256                     5.98
512                     6.88
1024                    7.83
2048                    9.74
4096                   14.25
8192                   24.77
16384                  95.32
32768                  76.70
65536                 141.82
131072                267.28
262144                589.24
