1202385

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.11
2                       2.93
4                       2.87
8                       2.87
16                      3.29
32                      5.53
64                      5.59
128                     5.80
256                     5.85
512                     6.65
1024                    7.61
2048                    9.60
4096                   14.32
8192                   24.88
16384                  95.28
32768                  77.38
65536                 140.02
131072                266.38
262144                587.72
