1197552

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.04
2                       2.92
4                       2.90
8                       2.89
16                      3.27
32                      5.49
64                      5.52
128                     5.97
256                     5.98
512                     6.77
1024                    7.80
2048                    9.81
4096                   14.36
8192                   24.78
16384                  94.56
32768                  77.04
65536                 139.42
131072                265.19
262144                570.81
