1207200

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.94
2                       2.86
4                       2.79
8                       2.83
16                      3.24
32                      5.43
64                      5.52
128                     5.76
256                     5.85
512                     6.57
1024                    7.56
2048                    9.67
4096                   14.25
8192                   24.90
16384                  94.71
32768                  77.23
65536                 145.99
131072                280.75
262144                607.40
