1203993

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.02
2                       2.99
4                       2.92
8                       2.95
16                      3.35
32                      5.51
64                      5.63
128                     5.86
256                     5.90
512                     6.75
1024                    7.56
2048                    9.67
4096                   14.20
8192                   24.94
16384                  94.41
32768                  77.40
65536                 140.43
131072                266.31
262144                589.60
