1222087

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.04
2                       2.99
4                       2.91
8                       2.91
16                      3.33
32                      5.58
64                      5.65
128                     5.82
256                     5.87
512                     6.66
1024                    7.63
2048                    9.57
4096                   14.26
8192                   24.81
16384                  95.06
32768                  77.17
65536                 150.00
131072                292.26
262144                611.69
