1192726

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.00
2                       2.89
4                       2.82
8                       2.85
16                      3.30
32                      5.62
64                      5.70
128                     5.83
256                     5.87
512                     6.71
1024                    7.60
2048                    9.71
4096                   14.10
8192                   24.88
16384                  95.30
32768                  77.19
65536                 139.87
131072                265.60
262144                587.70
