1191100

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.06
2                       2.95
4                       2.92
8                       2.96
16                      3.35
32                      5.51
64                      5.58
128                     5.82
256                     5.92
512                     6.81
1024                    7.60
2048                    9.64
4096                   14.23
8192                   24.90
16384                  94.44
32768                  77.42
65536                 139.94
131072                265.39
262144                587.97
