1212068

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.03
2                       2.92
4                       2.88
8                       2.90
16                      3.30
32                      5.60
64                      5.66
128                     5.75
256                     5.84
512                     6.55
1024                    7.42
2048                    9.55
4096                   14.10
8192                   24.67
16384                  93.82
32768                  77.38
65536                 150.29
131072                292.81
262144                636.09
