1189493

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.08
2                       2.91
4                       2.79
8                       2.85
16                      3.27
32                      5.50
64                      5.54
128                     5.78
256                     5.89
512                     6.75
1024                    7.53
2048                    9.71
4096                   14.21
8192                   24.78
16384                  96.49
32768                  76.66
65536                 139.18
131072                265.43
262144                587.85
