1187877

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.02
2                       2.93
4                       2.91
8                       2.92
16                      3.31
32                      5.67
64                      5.66
128                     5.76
256                     5.91
512                     6.64
1024                    7.61
2048                    9.72
4096                   14.21
8192                   24.77
16384                  95.39
32768                  76.63
65536                 138.54
131072                263.96
262144                579.05
