1186266

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.00
2                       2.89
4                       2.85
8                       2.85
16                      3.28
32                      5.55
64                      5.61
128                     5.80
256                     5.93
512                     6.72
1024                    7.50
2048                    9.58
4096                   14.19
8192                   24.73
16384                  93.96
32768                  77.40
65536                 139.39
131072                264.08
262144                588.83
