1223730

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.90
2                       2.88
4                       2.82
8                       2.81
16                      3.25
32                      5.50
64                      5.59
128                     5.77
256                     5.85
512                     6.59
1024                    7.63
2048                    9.61
4096                   14.24
8192                   24.87
16384                  94.78
32768                  77.36
65536                 147.60
131072                282.62
262144                628.55
