1215303

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       2.96
2                       2.88
4                       2.83
8                       2.85
16                      3.24
32                      5.36
64                      5.40
128                     5.83
256                     5.88
512                     6.71
1024                    7.44
2048                    9.54
4096                   14.14
8192                   24.63
16384                  94.34
32768                  76.59
65536                 151.50
131072                305.87
262144                662.69
