1220249

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.00
2                       2.88
4                       2.85
8                       2.88
16                      3.27
32                      5.35
64                      5.39
128                     5.73
256                     5.91
512                     6.68
1024                    7.48
2048                    9.53
4096                   14.18
8192                   24.71
16384                  94.41
32768                  77.24
65536                 144.29
131072                284.33
262144                624.71
