1205597

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       3.03
2                       2.87
4                       2.83
8                       2.86
16                      3.30
32                      5.64
64                      5.65
128                     5.93
256                     5.95
512                     6.73
1024                    7.69
2048                    9.68
4096                   14.25
8192                   24.84
16384                  95.54
32768                  77.47
65536                 139.53
131072                266.37
262144                591.10
